2021-04-03 16:00:56.531 [restartedMain] INFO  com.study.hospital.ManageApplication - Starting ManageApplication on YoRHa with PID 238236 (E:\JavaProject\study\ShangYiTong\yygh-parent\hospital-manage\target\classes started by Administrator in E:\JavaProject\study\ShangYiTong\yygh-parent)
2021-04-03 16:01:00.475 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-03 16:01:00.524 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-03 16:01:00.556 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9998"]
2021-04-03 16:01:00.594 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9998 (http) with context path ''
2021-04-03 16:01:00.602 [restartedMain] INFO  com.study.hospital.ManageApplication - Started ManageApplication in 4.63 seconds (JVM running for 5.819)
2021-04-03 16:09:30.196 [restartedMain] INFO  com.study.hospital.ManageApplication - Starting ManageApplication on YoRHa with PID 12652 (E:\JavaProject\study\ShangYiTong\yygh-parent\hospital-manage\target\classes started by Administrator in E:\JavaProject\study\ShangYiTong\yygh-parent)
2021-04-03 16:09:30.200 [restartedMain] INFO  com.study.hospital.ManageApplication - The following profiles are active: dev
2021-04-03 16:09:30.255 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-04-03 16:09:30.255 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-04-03 16:09:32.136 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-03 16:09:32.677 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
2021-04-03 16:09:32.692 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9998"]
2021-04-03 16:09:32.692 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-04-03 16:09:32.693 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-04-03 16:09:32.813 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-04-03 16:09:32.815 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2560 ms
2021-04-03 16:09:33.189 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - GuliHikariPool - Starting...
2021-04-03 16:09:33.979 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - GuliHikariPool - Start completed.
2021-04-03 16:09:34.804 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-04-03 16:09:34.957 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-04-03 16:09:35.026 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-04-03 16:09:35.346 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-04-03 16:09:35.374 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-03 16:09:35.423 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-03 16:09:35.450 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9998"]
2021-04-03 16:09:35.483 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9998 (http) with context path ''
2021-04-03 16:09:35.490 [restartedMain] INFO  com.study.hospital.ManageApplication - Started ManageApplication in 6.247 seconds (JVM running for 7.42)
2021-04-03 16:22:46.677 [restartedMain] INFO  com.study.hospital.ManageApplication - Starting ManageApplication on YoRHa with PID 6080 (E:\JavaProject\study\ShangYiTong\yygh-parent\hospital-manage\target\classes started by Administrator in E:\JavaProject\study\ShangYiTong\yygh-parent)
2021-04-03 16:22:46.682 [restartedMain] INFO  com.study.hospital.ManageApplication - The following profiles are active: dev
2021-04-03 16:22:46.730 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-04-03 16:22:46.731 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-04-03 16:22:48.035 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-03 16:22:48.457 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
2021-04-03 16:22:48.466 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9998"]
2021-04-03 16:22:48.467 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-04-03 16:22:48.467 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-04-03 16:22:48.572 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-04-03 16:22:48.573 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1842 ms
2021-04-03 16:22:48.875 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - GuliHikariPool - Starting...
2021-04-03 16:22:49.371 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - GuliHikariPool - Start completed.
2021-04-03 16:22:50.023 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-04-03 16:22:50.119 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-04-03 16:22:50.168 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-04-03 16:22:50.459 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-04-03 16:22:50.470 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-03 16:22:50.513 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-03 16:22:50.548 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9998"]
2021-04-03 16:22:50.584 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9998 (http) with context path ''
2021-04-03 16:22:50.591 [restartedMain] INFO  com.study.hospital.ManageApplication - Started ManageApplication in 4.474 seconds (JVM running for 5.626)
2021-04-03 16:26:54.351 [http-nio-9998-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-04-03 16:26:54.351 [http-nio-9998-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-04-03 16:26:54.356 [http-nio-9998-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2021-04-03 16:26:54.471 [http-nio-9998-exec-1] INFO  com.study.hospital.util.HttpRequestHelper - 加密前：你猜|100|Sun Feb 28 00:00:00 CST 2021|231542314532614543|10|110100|||||200040878|110101|60587b5363cf491f4d17968d|1000_0|0|张三|561654842|110000|2021-04-04|1|1|1617438414307|674c4139707728439a6510eae12deea9
2021-04-03 16:26:54.472 [http-nio-9998-exec-1] INFO  com.study.hospital.util.HttpRequestHelper - 加密后：e6d9a98275be679017b8a2f0fc3f9042
2021-04-03 16:26:54.515 [http-nio-9998-exec-1] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"amount":"100","birthdate":"Sun Feb 28 00:00:00 CST 2021","districtCode":"110101","address":"你猜","hosScheduleId":"60587b5363cf491f4d17968d","provinceCode":"110000","cityCode":"110100","sex":"1","contactsCertificatesType":"","hoscode":"1000_0","isMarry":"0","contactsName":"","certificatesNo":"231542314532614543","contactsPhone":"","contactsCertificatesNo":"","phone":"561654842","reserveTime":"1","name":"张三","depcode":"200040878","reserveDate":"2021-04-04","certificatesType":"10","timestamp":"1617438414307"}
2021-04-03 16:26:54.594 [http-nio-9998-exec-1] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"address":"你猜","birthdate":"Sun Feb 28 00:00:00 CST 2021","certificatesNo":"231542314532614543","certificatesType":"10","cityCode":"110100","contactsCertificatesNo":"","contactsCertificatesType":"","contactsName":"","contactsPhone":"","districtCode":"110101","isMarry":0,"name":"张三","param":{},"phone":"561654842","provinceCode":"110000","sex":1}
2021-04-03 16:38:33.206 [http-nio-9998-exec-4] INFO  com.study.hospital.util.HttpRequestHelper - 加密前：你猜|100|Sun Feb 28 00:00:00 CST 2021|231542314532614543|10|110100|||||200040878|110101|60587b5363cf491f4d17968c|1000_0|0|张三|561654842|110000|2021-04-04|0|1|1617439113190|674c4139707728439a6510eae12deea9
2021-04-03 16:38:33.206 [http-nio-9998-exec-4] INFO  com.study.hospital.util.HttpRequestHelper - 加密后：59fd35e34232d9a966a7ebfd8ec05e1b
2021-04-03 16:38:33.235 [http-nio-9998-exec-4] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"amount":"100","birthdate":"Sun Feb 28 00:00:00 CST 2021","districtCode":"110101","address":"你猜","hosScheduleId":"60587b5363cf491f4d17968c","provinceCode":"110000","cityCode":"110100","sex":"1","contactsCertificatesType":"","hoscode":"1000_0","isMarry":"0","contactsName":"","certificatesNo":"231542314532614543","contactsPhone":"","contactsCertificatesNo":"","phone":"561654842","reserveTime":"0","name":"张三","depcode":"200040878","reserveDate":"2021-04-04","certificatesType":"10","timestamp":"1617439113190"}
2021-04-03 16:38:33.271 [http-nio-9998-exec-4] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"address":"你猜","birthdate":"Sun Feb 28 00:00:00 CST 2021","certificatesNo":"231542314532614543","certificatesType":"10","cityCode":"110100","contactsCertificatesNo":"","contactsCertificatesType":"","contactsName":"","contactsPhone":"","districtCode":"110101","isMarry":0,"name":"张三","param":{},"phone":"561654842","provinceCode":"110000","sex":1}
2021-04-03 16:40:45.170 [http-nio-9998-exec-5] INFO  com.study.hospital.util.HttpRequestHelper - 加密前：你猜|100|Sun Feb 28 00:00:00 CST 2021|231542314532614543|10|110100|||||200040878|110101|60587b5363cf491f4d17968d|1000_0|0|张三|561654842|110000|2021-04-04|1|1|1617439245159|674c4139707728439a6510eae12deea9
2021-04-03 16:40:45.170 [http-nio-9998-exec-5] INFO  com.study.hospital.util.HttpRequestHelper - 加密后：9d3ccbfbf3ddc4188a81da66fed32279
2021-04-03 16:40:45.171 [http-nio-9998-exec-5] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"amount":"100","birthdate":"Sun Feb 28 00:00:00 CST 2021","districtCode":"110101","address":"你猜","hosScheduleId":"60587b5363cf491f4d17968d","provinceCode":"110000","cityCode":"110100","sex":"1","contactsCertificatesType":"","hoscode":"1000_0","isMarry":"0","contactsName":"","certificatesNo":"231542314532614543","contactsPhone":"","contactsCertificatesNo":"","phone":"561654842","reserveTime":"1","name":"张三","depcode":"200040878","reserveDate":"2021-04-04","certificatesType":"10","timestamp":"1617439245159"}
2021-04-03 16:40:45.209 [http-nio-9998-exec-5] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"address":"你猜","birthdate":"Sun Feb 28 00:00:00 CST 2021","certificatesNo":"231542314532614543","certificatesType":"10","cityCode":"110100","contactsCertificatesNo":"","contactsCertificatesType":"","contactsName":"","contactsPhone":"","districtCode":"110101","isMarry":0,"name":"张三","param":{},"phone":"561654842","provinceCode":"110000","sex":1}
2021-04-03 16:43:15.863 [http-nio-9998-exec-6] INFO  com.study.hospital.util.HttpRequestHelper - 加密前：你猜|100|Sun Feb 28 00:00:00 CST 2021|231542314532614543|10|110100|||||200040878|110101|60587b5363cf491f4d17968d|1000_0|0|张三|561654842|110000|2021-04-04|1|1|1617439395857|674c4139707728439a6510eae12deea9
2021-04-03 16:43:15.863 [http-nio-9998-exec-6] INFO  com.study.hospital.util.HttpRequestHelper - 加密后：8c418d90ce87193bedcc49daf66df2b6
2021-04-03 16:43:15.864 [http-nio-9998-exec-6] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"amount":"100","birthdate":"Sun Feb 28 00:00:00 CST 2021","districtCode":"110101","address":"你猜","hosScheduleId":"60587b5363cf491f4d17968d","provinceCode":"110000","cityCode":"110100","sex":"1","contactsCertificatesType":"","hoscode":"1000_0","isMarry":"0","contactsName":"","certificatesNo":"231542314532614543","contactsPhone":"","contactsCertificatesNo":"","phone":"561654842","reserveTime":"1","name":"张三","depcode":"200040878","reserveDate":"2021-04-04","certificatesType":"10","timestamp":"1617439395857"}
2021-04-03 16:43:15.866 [http-nio-9998-exec-6] INFO  c.study.hospital.service.impl.HospitalServiceImpl - {"address":"你猜","birthdate":"Sun Feb 28 00:00:00 CST 2021","certificatesNo":"231542314532614543","certificatesType":"10","cityCode":"110100","contactsCertificatesNo":"","contactsCertificatesType":"","contactsName":"","contactsPhone":"","districtCode":"110101","isMarry":0,"name":"张三","param":{},"phone":"561654842","provinceCode":"110000","sex":1}
2021-04-03 16:53:21.517 [http-nio-9998-exec-6] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440001514&
2021-04-03 16:53:21.950 [http-nio-9998-exec-6] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:24.112 [http-nio-9998-exec-8] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440004109&
2021-04-03 16:53:24.122 [http-nio-9998-exec-8] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:32.432 [http-nio-9998-exec-7] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440012427&
2021-04-03 16:53:32.443 [http-nio-9998-exec-7] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:42.908 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440022905&
2021-04-03 16:53:42.915 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:55.764 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data sign=272e25e496c5007090545fce9fbbb3f7&hoscode=1000_0&timestamp=1617440035761&
2021-04-03 16:53:55.772 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:56.882 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data sign=272e25e496c5007090545fce9fbbb3f7&hoscode=1000_0&timestamp=1617440036879&
2021-04-03 16:53:56.888 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:57.725 [http-nio-9998-exec-2] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data sign=272e25e496c5007090545fce9fbbb3f7&hoscode=1000_0&timestamp=1617440037723&
2021-04-03 16:53:57.733 [http-nio-9998-exec-2] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:53:59.561 [http-nio-9998-exec-4] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440039559&
2021-04-03 16:53:59.569 [http-nio-9998-exec-4] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:54:02.614 [http-nio-9998-exec-1] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440042612&
2021-04-03 16:54:02.621 [http-nio-9998-exec-1] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:55:23.190 [restartedMain] INFO  com.study.hospital.ManageApplication - Starting ManageApplication on YoRHa with PID 58432 (E:\JavaProject\study\ShangYiTong\yygh-parent\hospital-manage\target\classes started by Administrator in E:\JavaProject\study\ShangYiTong\yygh-parent)
2021-04-03 16:55:23.193 [restartedMain] INFO  com.study.hospital.ManageApplication - The following profiles are active: dev
2021-04-03 16:55:23.224 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-04-03 16:55:23.224 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-04-03 16:55:23.991 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-03 16:55:24.220 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9998 (http)
2021-04-03 16:55:24.227 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9998"]
2021-04-03 16:55:24.227 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-04-03 16:55:24.227 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-04-03 16:55:24.308 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-04-03 16:55:24.308 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1084 ms
2021-04-03 16:55:24.464 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - GuliHikariPool - Starting...
2021-04-03 16:55:24.796 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - GuliHikariPool - Start completed.
2021-04-03 16:55:25.163 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-04-03 16:55:25.241 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-04-03 16:55:25.278 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-04-03 16:55:25.425 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-04-03 16:55:25.435 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-03 16:55:25.460 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-03 16:55:25.475 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9998"]
2021-04-03 16:55:25.492 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9998 (http) with context path ''
2021-04-03 16:55:25.494 [restartedMain] INFO  com.study.hospital.ManageApplication - Started ManageApplication in 2.695 seconds (JVM running for 3.484)
2021-04-03 16:55:34.606 [http-nio-9998-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-04-03 16:55:34.606 [http-nio-9998-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-04-03 16:55:34.611 [http-nio-9998-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2021-04-03 16:55:36.901 [http-nio-9998-exec-5] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440136896&
2021-04-03 16:55:36.915 [http-nio-9998-exec-5] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:55:44.867 [http-nio-9998-exec-8] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440144863&
2021-04-03 16:55:44.875 [http-nio-9998-exec-8] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:55:50.134 [http-nio-9998-exec-5] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440150129&
2021-04-03 16:55:50.146 [http-nio-9998-exec-5] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:56:03.098 [http-nio-9998-exec-1] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440163091&
2021-04-03 16:56:03.106 [http-nio-9998-exec-1] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:56:04.452 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440164445&
2021-04-03 16:56:04.460 [http-nio-9998-exec-3] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:56:04.781 [http-nio-9998-exec-8] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440164778&
2021-04-03 16:56:04.790 [http-nio-9998-exec-8] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
2021-04-03 16:56:07.613 [http-nio-9998-exec-9] INFO  com.study.hospital.util.HttpRequestHelper - --> 发送请求：post data limit=10&sign=272e25e496c5007090545fce9fbbb3f7&page=1&hoscode=1000_0&timestamp=1617440167610&
2021-04-03 16:56:07.626 [http-nio-9998-exec-9] INFO  com.study.hospital.util.HttpRequestHelper - --> 应答结果：result data {"code":300,"message":"签名错误","data":null,"ok":false}
